Class,730nm,760nm,810nm,860nm,900nm,940nm,Brix (%),Sample No.
Not Sweet,275.8267822265625,189.65383911132807,376.5806579589844,2564.77880859375,106.58790588378906,47.39646911621094,5.6,7
Not Sweet,305.8432312011719,216.7472381591797,436.0874938964844,2784.0205078125,120.43048858642578,50.35874557495117,5.6,7
Not Sweet,294.48565673828125,202.35386657714844,421.87689208984375,2553.1787109375,107.97216033935548,46.40904235839844,5.6,7
Not Sweet,300.1644287109375,210.820556640625,425.4295349121094,2993.982177734375,112.81707000732422,47.39646911621094,5.6,7
Not Sweet,270.1479797363281,189.65383911132807,383.6859436035156,2570.578857421875,115.58558654785156,47.39646911621094,5.6,7
Not Sweet,265.28045654296875,181.1871490478516,389.903076171875,2322.337158203125,114.8934555053711,52.33359909057617,5.6,7
Not Sweet,273.3930053710937,192.19384765625,395.2320556640625,2396.57763671875,105.8957748413086,46.40904235839844,5.6,7
Not Sweet,264.4692077636719,184.5738220214844,396.1202087402344,2300.296875,107.28003692626952,48.38389205932617,5.6,7
Not Sweet,261.22418212890625,176.1071319580078,370.363525390625,2317.697021484375,107.28003692626952,50.35874557495117,5.6,7
Not Sweet,249.05535888671875,176.1071319580078,367.6990356445313,2292.177001953125,108.66429138183594,48.38389205932617,5.6,7
Not Sweet,250.6778564453125,176.1071319580078,357.04107666015625,2170.3759765625,96.8980941772461,46.40904235839844,5.6,7
Not Sweet,279.0718078613281,192.19384765625,388.1267395019531,2576.37890625,107.97216033935548,49.37131881713867,5.6,7
Not Sweet,269.33673095703125,187.9604949951172,392.5675659179688,2314.217041015625,117.66197204589844,47.39646911621094,5.6,7
Not Sweet,303.4094543457031,206.5872039794922,432.5348510742188,2782.860595703125,115.58558654785156,48.38389205932617,5.6,7
Not Sweet,268.5254821777344,198.9671936035156,427.2058715820313,2688.89990234375,120.43048858642578,53.32102584838867,5.6,7
Not Sweet,298.5419311523437,201.5072021484375,418.3242492675781,2527.65869140625,125.27539825439452,52.33359909057617,5.6,7
Not Sweet,275.0155334472656,198.1205291748047,434.3111572265625,2758.500244140625,118.3541030883789,55.29587936401367,5.6,7
Not Sweet,283.1280822753906,198.9671936035156,419.21240234375,2376.857421875,116.96984100341795,53.32102584838867,5.6,7
Not Sweet,252.3003692626953,182.0338134765625,401.4491882324219,2543.898681640625,108.66429138183594,51.34617233276367,5.6,7
Not Sweet,283.9393310546875,193.0405120849609,385.4622497558594,2226.056396484375,108.66429138183594,48.38389205932617,5.6,7
Not Sweet,256.3566589355469,180.3404693603516,375.6924743652344,2213.29638671875,110.74068450927734,49.37131881713867,5.6,7
Not Sweet,266.0917053222656,186.26715087890625,399.6728515625,2453.41796875,121.12261962890624,52.33359909057617,5.6,7
Not Sweet,264.4692077636719,192.19384765625,413.8834533691406,2548.538818359375,120.43048858642578,54.30845260620117,5.6,7
Not Sweet,311.5220031738281,204.8938751220703,423.6532287597656,2683.099853515625,119.73835754394533,50.35874557495117,5.6,7
Not Sweet,332.6146240234375,231.1406097412109,470.7257995605469,2942.941650390625,127.3517837524414,51.34617233276367,5.6,7
Not Sweet,316.3895263671875,223.5205841064453,480.4955749511719,3076.3427734375,123.19900512695312,52.33359909057617,5.6,7
Not Sweet,241.75405883789065,170.18045043945312,357.04107666015625,2177.3359375,94.82170867919922,43.44676208496094,7.0,8
Not Sweet,261.22418212890625,187.11383056640625,354.3765869140625,2318.857177734375,103.81938934326172,48.38389205932617,7.0,8
Not Sweet,229.5852203369141,165.10043334960938,309.0803527832031,2094.975341796875,85.82402801513672,36.5347785949707,7.0,8
Not Sweet,257.9791564941406,185.4204864501953,346.3831481933594,2307.257080078125,94.12957763671876,40.48448181152344,7.0,8
Not Sweet,290.42938232421875,196.4271850585937,402.33734130859375,2477.7783203125,118.3541030883789,51.34617233276367,7.0,8
Not Sweet,271.7705078125,188.80715942382807,374.8043212890625,2504.45849609375,116.96984100341795,48.38389205932617,7.0,8
Not Sweet,272.5817565917969,192.19384765625,402.33734130859375,2471.978271484375,114.8934555053711,47.39646911621094,7.0,8
